entity_text,entity_type,source_url,source_title,sentence,confidence
Lokomotiv Novosibirsk,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,The club beat Russian club Lokomotiv Novosibirsk (3–1) and lost in revenge match in Rzeszów (2–3) on 11 March 2015.,0.88
11 March 2015,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,The club beat Russian club Lokomotiv Novosibirsk (3–1) and lost in revenge match in Rzeszów (2–3) on 11 March 2015.,0.6
Final Four,EVENT,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Resovia reached the Final Four, which was held in Berlin, Germany and played with another Polish team – PGE Skra Bełchatów and for the first time in competition's history two Polish teams played in th",0.75
Berlin,GPE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Resovia reached the Final Four, which was held in Berlin, Germany and played with another Polish team – PGE Skra Bełchatów and for the first time in competition's history two Polish teams played in th",0.85
Germany,GPE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Resovia reached the Final Four, which was held in Berlin, Germany and played with another Polish team – PGE Skra Bełchatów and for the first time in competition's history two Polish teams played in th",0.85
28 March 2015,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,On 28 March 2015 Resovia beat PGE Skra Bełchatów in the semifinal (3–0) and eventually lost in final to Zenit Kazan (0–3).,0.6
Zenit Kazan,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,On 28 March 2015 Resovia beat PGE Skra Bełchatów in the semifinal (3–0) and eventually lost in final to Zenit Kazan (0–3).,0.88
28 April 2015,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,On 28 April 2015 Resovia won its 7th title of the Polish Champion.,0.6
CEV Champions League Final Four,EVENT,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"On 16–17 April 2016, Resovia was a host of the 2015–16 CEV Champions League Final Four held in Tauron Arena Kraków.",0.75
Kraków,GPE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"On 16–17 April 2016, Resovia was a host of the 2015–16 CEV Champions League Final Four held in Tauron Arena Kraków.",0.85
Cucine Lube Civitanova,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"The team lost the semifinal to Zenit Kazan (1–3), and a match for third place to Cucine Lube Civitanova (2–3), and ended the tournament in 4th place.",0.88
Russell Holmes,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,Russell Holmes received an individual award for the Best Middle Blocker of the tournament.,0.9
2015–16 PlusLiga season,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"During the 2015–16 PlusLiga season, Resovia took second place in the regular season because of the better set ratio than PGE Skra Bełchatów (Skra lost one more set than Resovia).",0.6
2016–17 PlusLiga season,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Since 2016, the club failed to achieve any significant success ending the 2016–17 PlusLiga season in 4th place and losing the quarterfinal of the Polish Cup to Lotos Trefl Gdańsk.",0.6
Lotos Trefl Gdańsk,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Since 2016, the club failed to achieve any significant success ending the 2016–17 PlusLiga season in 4th place and losing the quarterfinal of the Polish Cup to Lotos Trefl Gdańsk.",0.88
2016–17 CEV Champions League,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"In the 2016–17 CEV Champions League season, the team ended in 3rd place in the league round, and as one of the three third–placed teams was promoted to the next stage.",0.6
Playoff 12,EVENT,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Resovia was not able to defeat Italian team Modena Volley and has been eliminated in the Playoff 12 (2–3, 1–3).",0.75
Roberto Serniotti,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,Roberto Serniotti was announced as the new Resovia head coach on 11 May 2017.,0.9
11 May 2017,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,Roberto Serniotti was announced as the new Resovia head coach on 11 May 2017.,0.6
previous PlusLiga season,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"After achieving 4th place in the previous PlusLiga season, Resovia took part in the 2017–18 CEV Cup reaching the semifinals and eventually losing to Russian team Belogorie Belgorod (0–3, 0–3).",0.6
2017–18 CEV Cup,EVENT,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"After achieving 4th place in the previous PlusLiga season, Resovia took part in the 2017–18 CEV Cup reaching the semifinals and eventually losing to Russian team Belogorie Belgorod (0–3, 0–3).",0.75
Belogorie Belgorod,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"After achieving 4th place in the previous PlusLiga season, Resovia took part in the 2017–18 CEV Cup reaching the semifinals and eventually losing to Russian team Belogorie Belgorod (0–3, 0–3).",0.88
Indykpol AZS Olsztyn,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"In the domestic league, Resovia achieved 6th place, losing in three matches (1–2) of the first round of the playoffs to Indykpol AZS Olsztyn.",0.88
3 December 2017,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"On 3 December 2017, an Italian expert Roberto Serniotti was dismissed as a head coach after spending only a few months in the club.",0.6
only a few months,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"On 3 December 2017, an Italian expert Roberto Serniotti was dismissed as a head coach after spending only a few months in the club.",0.6
beginning,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"At the beginning of the 2018–19 PlusLiga season, Resovia lost 4 matches in a row what resulted in dismissal of both Andrzej Kowal, and the club's chairman – Bartosz Górski.",0.6
Bartosz Górski,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"At the beginning of the 2018–19 PlusLiga season, Resovia lost 4 matches in a row what resulted in dismissal of both Andrzej Kowal, and the club's chairman – Bartosz Górski.",0.9
Gheorghe Crețu,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,The club decided to employ a Romanian expert Gheorghe Crețu and a former Resovia player – Krzysztof Ignaczak as the club's new chairman.,0.9
Krzysztof Ignaczak,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,The club decided to employ a Romanian expert Gheorghe Crețu and a former Resovia player – Krzysztof Ignaczak as the club's new chairman.,0.9
same season,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"In the same season, Resovia took part in the 2018 Club World Championship held in Poland, surprisingly defeating the Brazilian team Sada Cruzeiro in the preliminary round and qualifying to the semifin",0.6
Club World Championship,EVENT,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"In the same season, Resovia took part in the 2018 Club World Championship held in Poland, surprisingly defeating the Brazilian team Sada Cruzeiro in the preliminary round and qualifying to the semifin",0.75
Sada Cruzeiro,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"In the same season, Resovia took part in the 2018 Club World Championship held in Poland, surprisingly defeating the Brazilian team Sada Cruzeiro in the preliminary round and qualifying to the semifin",0.88
Fakel Novy Urengoy,ORG,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"In the semifinals, the team from Rzeszów has been defeated by Italian team Cucine Lube Civitanova in 4 sets (1–3) and ended the tournament in 4th place losing also a match for third place to the Russi",0.88
9 May 2020,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"The contract with Gheorghe Crețu was not renewed, and on 9 May 2020 Piotr Gruszka was announced as the new Resovia head coach.",0.6
Piotr Gruszka,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"The contract with Gheorghe Crețu was not renewed, and on 9 May 2020 Piotr Gruszka was announced as the new Resovia head coach.",0.9
2019–20 PlusLiga season,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,The 2019–20 PlusLiga season can be named the worst in club's modern history.,0.6
30 January 2020,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"The team, led by Piotr Gruszka (dismissed on 30 January 2020), and Italian coach Emanuele Zanini (since 11 February 2020) ended the season in 13th place, winning only 7 out of 24 matches and barely av",0.6
Emanuele Zanini,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"The team, led by Piotr Gruszka (dismissed on 30 January 2020), and Italian coach Emanuele Zanini (since 11 February 2020) ended the season in 13th place, winning only 7 out of 24 matches and barely av",0.9
11 February 2020,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"The team, led by Piotr Gruszka (dismissed on 30 January 2020), and Italian coach Emanuele Zanini (since 11 February 2020) ended the season in 13th place, winning only 7 out of 24 matches and barely av",0.6
14 February 2020,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Krzysztof Ignaczak resigned his post as the club's chairman on 14 February 2020, and has been replaced by Piotr Maciąg.",0.6
Piotr Maciąg,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"Krzysztof Ignaczak resigned his post as the club's chairman on 14 February 2020, and has been replaced by Piotr Maciąg.",0.9
end of the season,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,Emanuele Zanini remained the head coach of Resovia until the end of the season.,0.6
8 April 2020,DATE,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"On 8 April 2020, an Italian expert Alberto Giuliani was announced as the new Resovia head coach.",0.6
Alberto Giuliani,PERSON,https://en.wikipedia.org/wiki/Resovia_(volleyball),Asseco Resovia,"On 8 April 2020, an Italian expert Alberto Giuliani was announced as the new Resovia head coach.",0.9
International Volleyball Federation,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"International Volleyball Federation (Fédération Internationale de Volleyball), commonly known by the acronym FIVB, is the international governing body for all forms of volleyball.",0.88
Fédération Internationale de Volleyball,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"International Volleyball Federation (Fédération Internationale de Volleyball), commonly known by the acronym FIVB, is the international governing body for all forms of volleyball.",0.88
FIVB,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"International Volleyball Federation (Fédération Internationale de Volleyball), commonly known by the acronym FIVB, is the international governing body for all forms of volleyball.",0.88
Lausanne,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Its headquarters are located in Lausanne, Switzerland, and its current president is Fabio Azevedo of Brazil.",0.85
Switzerland,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Its headquarters are located in Lausanne, Switzerland, and its current president is Fabio Azevedo of Brazil.",0.85
Fabio Azevedo,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Its headquarters are located in Lausanne, Switzerland, and its current president is Fabio Azevedo of Brazil.",0.9
Brazil,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Its headquarters are located in Lausanne, Switzerland, and its current president is Fabio Azevedo of Brazil.",0.85
International Amateur Handball Federation,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"History
Before the FIVB was founded volleyball was part of the International Amateur Handball Federation.",0.88
France,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,The FIVB was founded in France in April 1947.,0.85
April 1947,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,The FIVB was founded in France in April 1947.,0.6
late 1940s,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In the late 1940s, some of the European national federations began to address the issue of creating an international governing body for the sport of volleyball.",0.6
Constitutive Congress,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,Initial discussions eventually lead to the installation of a Constitutive Congress in 1947.,0.88
between 18 and 20 April,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Fourteen national federations representing five continents attended the meetings where, between 18 and 20 April, the entity was officially formed, having Frenchman Paul Libaud as first president.",0.6
Paul Libaud,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Fourteen national federations representing five continents attended the meetings where, between 18 and 20 April, the entity was officially formed, having Frenchman Paul Libaud as first president.",0.9
Asian volleyball,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The first Asian volleyball championship was held in Tokyo, Japan in 1955 and in this championship India had beaten Japan in final.",0.75
Tokyo,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The first Asian volleyball championship was held in Tokyo, Japan in 1955 and in this championship India had beaten Japan in final.",0.85
Japan,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The first Asian volleyball championship was held in Tokyo, Japan in 1955 and in this championship India had beaten Japan in final.",0.85
India,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The first Asian volleyball championship was held in Tokyo, Japan in 1955 and in this championship India had beaten Japan in final.",0.85
two years later,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"One of the main goals of the 1947 Congress was achieved two years later with the establishment of the first international major volleyball event, the World Championship.",0.6
World Championship,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"One of the main goals of the 1947 Congress was achieved two years later with the establishment of the first international major volleyball event, the World Championship.",0.75
IOC,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In 1964, the IOC endorsed the addition of volleyball to the Olympic programme.",0.88
that year,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Later in that year (1969), a new international event, the World Cup was introduced.",0.6
World Cup,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Later in that year (1969), a new international event, the World Cup was introduced.",0.75
Olympic Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,It would be turned into a qualifying event for the Olympic Games in 1991.,0.75
Libaud,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Following Libaud's retirement and the election of Mexican Rubén Acosta Hernandez for the position of president in 1984, the FIVB moved its headquarters from Paris, France to Lausanne, Switzerland and ",0.9
Rubén Acosta Hernandez,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Following Libaud's retirement and the election of Mexican Rubén Acosta Hernandez for the position of president in 1984, the FIVB moved its headquarters from Paris, France to Lausanne, Switzerland and ",0.9
Paris,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Following Libaud's retirement and the election of Mexican Rubén Acosta Hernandez for the position of president in 1984, the FIVB moved its headquarters from Paris, France to Lausanne, Switzerland and ",0.85
annual,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Measures taken in this direction include the establishment of annual competitions for men's and women's volleyball (the World League, in 1990, and the Grand Prix, in 1993), the indication of Beach vol",0.6
World League,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Measures taken in this direction include the establishment of annual competitions for men's and women's volleyball (the World League, in 1990, and the Grand Prix, in 1993), the indication of Beach vol",0.88
Grand Prix,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Measures taken in this direction include the establishment of annual competitions for men's and women's volleyball (the World League, in 1990, and the Grand Prix, in 1993), the indication of Beach vol",0.75
19 June 2008,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"On 19 June 2008, Wei Jizhong (Chinese: 魏纪中) of China, who during this period served as the 1st Vice president took over during the 31st World Congress in Dubai when Rubén Acosta decided to step down.",0.6
Wei Jizhong,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"On 19 June 2008, Wei Jizhong (Chinese: 魏纪中) of China, who during this period served as the 1st Vice president took over during the 31st World Congress in Dubai when Rubén Acosta decided to step down.",0.9
China,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"On 19 June 2008, Wei Jizhong (Chinese: 魏纪中) of China, who during this period served as the 1st Vice president took over during the 31st World Congress in Dubai when Rubén Acosta decided to step down.",0.85
World Congress,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"On 19 June 2008, Wei Jizhong (Chinese: 魏纪中) of China, who during this period served as the 1st Vice president took over during the 31st World Congress in Dubai when Rubén Acosta decided to step down.",0.75
Dubai,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"On 19 June 2008, Wei Jizhong (Chinese: 魏纪中) of China, who during this period served as the 1st Vice president took over during the 31st World Congress in Dubai when Rubén Acosta decided to step down.",0.85
Rubén Acosta,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"On 19 June 2008, Wei Jizhong (Chinese: 魏纪中) of China, who during this period served as the 1st Vice president took over during the 31st World Congress in Dubai when Rubén Acosta decided to step down.",0.9
Jizhong Wei,PERSON,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,Mr. Jizhong Wei became the third president in the history of the FIVB.,0.9
24 August 2008,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,The handover of the presidency took place on 24 August 2008 in Beijing.,0.6
Beijing,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,The handover of the presidency took place on 24 August 2008 in Beijing.,0.85
Ukraine,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In response to the 2022 Russian invasion of Ukraine, the International Volleyball Federation suspended all Russian national teams, clubs, and officials, as well as beach and snow volleyball athletes, ",0.85
Russia,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In response to the 2022 Russian invasion of Ukraine, the International Volleyball Federation suspended all Russian national teams, clubs, and officials, as well as beach and snow volleyball athletes, ",0.85
August 2022,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In response to the 2022 Russian invasion of Ukraine, the International Volleyball Federation suspended all Russian national teams, clubs, and officials, as well as beach and snow volleyball athletes, ",0.6
June,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In response to the 2022 Russian invasion of Ukraine, the International Volleyball Federation suspended all Russian national teams, clubs, and officials, as well as beach and snow volleyball athletes, ",0.6
July,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In response to the 2022 Russian invasion of Ukraine, the International Volleyball Federation suspended all Russian national teams, clubs, and officials, as well as beach and snow volleyball athletes, ",0.6
World Tour,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.75
annually,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.6
Youth Olympic Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.75
U23 World Championships,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.75
U21 World Championships,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.75
U19 World Championships,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.75
U17 World Championships,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Tournaments
beach volleyball tournaments:

Olympic Games: since 1996, quadrennially
World Championship: since 1997, biennially
World Tour: since 1989, annually
and the following international under-ag",0.75
Olympic,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The FIVB participates directly in the organization of continental volleyball events which have an attached international significance, such as Olympic and World Championship continental qualification ",0.75
Volley All Festival Good Net Project,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Therefore, FIVB organizes congress, workshops, courses for referees, coaches and teachers, to promote grassroot volleyball development, such as:

Volley All Festival
Good Net Project in 2019
School Vo",0.75
School Volleyball Congress,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Therefore, FIVB organizes congress, workshops, courses for referees, coaches and teachers, to promote grassroot volleyball development, such as:

Volley All Festival
Good Net Project in 2019
School Vo",0.75
Volleyball Medicine Congress,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Therefore, FIVB organizes congress, workshops, courses for referees, coaches and teachers, to promote grassroot volleyball development, such as:

Volley All Festival
Good Net Project in 2019
School Vo",0.75
Symposium on Match Analysis,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Therefore, FIVB organizes congress, workshops, courses for referees, coaches and teachers, to promote grassroot volleyball development, such as:

Volley All Festival
Good Net Project in 2019
School Vo",0.75
Symposium on Mini Volleyball,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Therefore, FIVB organizes congress, workshops, courses for referees, coaches and teachers, to promote grassroot volleyball development, such as:

Volley All Festival
Good Net Project in 2019
School Vo",0.75
Around the Rings,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"As reported by Olympic news outlet Around the Rings, the FIVB recently launched a new ""FIVB Heroes"" promotion in Rome.",0.88
Rome,GPE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"As reported by Olympic news outlet Around the Rings, the FIVB recently launched a new ""FIVB Heroes"" promotion in Rome.",0.85
recent years,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"In recent years, many changes were implemented in connection with its promotional and marketing vision, in an alleged attempt to improve public visibility and make the sport comply to the demands of s",0.6
Nations,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Current champions
Nations",0.88
Clubs,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Clubs
Beach volleyball
Intercontinental events",0.88
Asian Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The FIVB is also responsible for the volleyball games at some regional competitions as:

Asian Games
European Games
Pan American Games
Lusophony Games
All-Africa Games

Organization
World Congress:",0.75
European Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The FIVB is also responsible for the volleyball games at some regional competitions as:

Asian Games
European Games
Pan American Games
Lusophony Games
All-Africa Games

Organization
World Congress:",0.75
Pan American Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The FIVB is also responsible for the volleyball games at some regional competitions as:

Asian Games
European Games
Pan American Games
Lusophony Games
All-Africa Games

Organization
World Congress:",0.75
Lusophony Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The FIVB is also responsible for the volleyball games at some regional competitions as:

Asian Games
European Games
Pan American Games
Lusophony Games
All-Africa Games

Organization
World Congress:",0.75
All-Africa Games,EVENT,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The FIVB is also responsible for the volleyball games at some regional competitions as:

Asian Games
European Games
Pan American Games
Lusophony Games
All-Africa Games

Organization
World Congress:",0.75
every two years,DATE,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"The supreme authority convened every two years, electing the President and members of the Board.",0.6
Board of Administration,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Board of Administration: Responsible for the overall management of the FIVB, overseeing the work of the national federations, confederations, commissions and councils and appoints officials including ",0.88
Executive Committee,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Executive Committee: Composed of board members and each member is charged with important and specific responsibilities, assisted by Commissions, Committees and Councils.",0.88
Commissions,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Executive Committee: Composed of board members and each member is charged with important and specific responsibilities, assisted by Commissions, Committees and Councils.",0.88
Legal Commission,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Legal Commission
Finance Commission
Communication Commission
Rules of the Games and Refereeing Commission
Technical and Coaching Commission
Medical Commission
Development Commission
Beach Volleyball C",0.88
Finance Commission,ORG,https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_de_Volleyball,FIVB,"Legal Commission
Finance Commission
Communication Commission
Rules of the Games and Refereeing Commission
Technical and Coaching Commission
Medical Commission
Development Commission
Beach Volleyball C",0.88
